time,BSSID,latitude,longitude
1364947005,ac:a0:16:ca:5b:aa,43.7052112,-72.2892325
1364947005,dc:7b:94:87:32:ba,43.7052112,-72.2892325
1364948205,ac:a0:16:ca:5b:aa,43.7052186,-72.289249
1364948205,dc:7b:94:87:32:ba,43.7052186,-72.289249
1364949405,ac:a0:16:ca:5b:aa,43.705200299999994,-72.28921729999999
1364949405,dc:7b:94:87:32:ba,43.705200299999994,-72.28921729999999
1364950605,ac:a0:16:ca:5b:aa,43.7052071,-72.2891776
1364950605,dc:7b:94:87:32:ba,43.7052071,-72.2891776
1364951805,ac:a0:16:ca:5b:aa,43.7052282,-72.2892185
1364951805,dc:7b:94:87:32:ba,43.7052282,-72.2892185
1365032447,ac:a0:16:ca:5b:aa,43.7052251,-72.2892373
1365032447,dc:7b:94:87:32:ba,43.7052251,-72.2892373
1365033647,ac:a0:16:ca:5b:aa,43.70520429999999,-72.28923890000002
1365033647,dc:7b:94:87:32:ba,43.70520429999999,-72.28923890000002
1365034847,dc:7b:94:87:1e:45,43.70517529999999,-72.28920579999999
1365034847,dc:7b:94:87:32:ba,43.70517529999999,-72.28920579999999
1365036047,ac:a0:16:ca:5b:aa,43.705242299999995,-72.2892255
1365036047,dc:7b:94:87:32:ba,43.705242299999995,-72.2892255
1365037247,ac:a0:16:ca:5b:aa,43.7051924,-72.2891994
1365037247,dc:7b:94:87:32:ba,43.7051924,-72.2891994
1365038447,ac:a0:16:ca:5b:aa,43.705170200000005,-72.2891915
1365038447,dc:7b:94:87:1e:45,43.705170200000005,-72.2891915
1365038447,dc:7b:94:87:32:ba,43.705170200000005,-72.2891915
1365040847,ac:a0:16:ca:5b:aa,43.7052336,-72.2892063
1365040847,dc:7b:94:87:32:ba,43.7052336,-72.2892063
1365042047,dc:7b:94:87:32:ba,43.705185799999995,-72.28918900000001
1365043247,ac:a0:16:ca:5b:aa,43.7052215,-72.2892308
1365043247,dc:7b:94:87:32:ba,43.7052215,-72.2892308
1365728300,04:c5:a4:c3:d3:d5,43.7051259,-72.2892782
1365728300,ac:a0:16:ca:5b:aa,43.7051259,-72.2892782
1365731900,ac:a0:16:ca:5b:aa,43.7051143,-72.2891965
1365731900,dc:7b:94:87:1e:45,43.7051143,-72.2891965
1364668546,dc:7b:94:87:17:b0,43.7057929,-72.2894213
1370058753,dc:7b:94:87:32:ba,43.7051066,-72.2892418
1370059008,dc:7b:94:87:32:ba,43.7051571,-72.28934179999999
1364399186,ac:a0:16:cb:50:25,43.705580600000005,-72.28904399999999
1364402786,ac:a0:16:cb:50:25,43.7056157,-72.2890176
1364585186,dc:7b:94:87:17:b0,43.7056327,-72.28930240000001
1364585186,dc:7b:94:87:31:bf,43.7056327,-72.28930240000001
1364585186,dc:7b:94:87:45:cf,43.7056327,-72.28930240000001
1364586386,dc:7b:94:87:17:b0,43.705603,-72.289272
1364586386,dc:7b:94:87:31:b0,43.705603,-72.289272
1364586386,dc:7b:94:87:45:cf,43.705603,-72.289272
1364587586,dc:7b:94:87:17:b0,43.7056278,-72.2893065
1364587586,dc:7b:94:87:31:bf,43.7056278,-72.2893065
1364587586,dc:7b:94:87:45:cf,43.7056278,-72.2893065
1364588786,dc:7b:94:87:17:b0,43.705632200000004,-72.2893102
1364588786,dc:7b:94:87:31:bf,43.705632200000004,-72.2893102
1364588786,dc:7b:94:87:45:cf,43.705632200000004,-72.2893102
1364943986,dc:7b:94:87:17:bf,43.705616,-72.2892208
1364943986,dc:7b:94:87:2e:3a,43.705616,-72.2892208
1364943986,dc:7b:94:87:31:b0,43.705616,-72.2892208
1364943986,dc:7b:94:87:45:cf,43.705616,-72.2892208
1364945186,dc:7b:94:87:17:bf,43.7056411,-72.28929240000001
1364945186,dc:7b:94:87:31:b0,43.7056411,-72.28929240000001
1364945186,dc:7b:94:87:45:cf,43.7056411,-72.28929240000001
1365438386,ac:a0:16:cb:50:25,43.7054527,-72.2891589
1364399071,04:c5:a4:c3:df:15,43.7056172,-72.28927879999999
1365002671,04:c5:a4:c3:df:15,43.7055957,-72.28928559999999
1365005071,04:c5:a4:c3:df:15,43.7056174,-72.2892614
1365177871,04:c5:a4:c3:df:15,43.7056191,-72.2892745
1365435648,04:c5:a4:c3:df:15,43.7056065,-72.2892262
1365610848,04:c5:a4:c3:df:15,43.705604799999996,-72.2892261
1366213248,04:c5:a4:c3:df:15,43.705575599999996,-72.2893079
1366645792,04:c5:a4:c3:df:15,43.7055597,-72.2893088
1366646992,04:c5:a4:c3:df:15,43.7055704,-72.2893041
1364492294,dc:7b:94:87:17:bf,43.7056519,-72.2892848
1364492294,dc:7b:94:87:31:bf,43.7056519,-72.2892848
1364492294,dc:7b:94:87:45:cf,43.7056519,-72.2892848
1364493494,dc:7b:94:87:17:bf,43.705650399999996,-72.2892775
1364493494,dc:7b:94:87:31:bf,43.705650399999996,-72.2892775
1364493494,dc:7b:94:87:45:cf,43.705650399999996,-72.2892775
1364494694,dc:7b:94:87:17:b0,43.7056186,-72.2892889
1364494694,dc:7b:94:87:31:bf,43.7056186,-72.2892889
1364494694,dc:7b:94:87:45:cf,43.7056186,-72.2892889
1364495894,dc:7b:94:87:17:bf,43.7056431,-72.28930629999999
1364495894,dc:7b:94:87:45:cf,43.7056431,-72.28930629999999
1364498294,dc:7b:94:87:17:bf,43.7056675,-72.2892991
1364498294,dc:7b:94:87:45:cf,43.7056675,-72.2892991
1364499494,dc:7b:94:87:17:b0,43.705636600000005,-72.289292
1364499494,dc:7b:94:87:31:bf,43.705636600000005,-72.289292
1364499494,dc:7b:94:87:45:cf,43.705636600000005,-72.289292
1364924296,dc:7b:94:87:17:b0,43.70564279999999,-72.28928640000001
1364924296,dc:7b:94:87:2e:3a,43.70564279999999,-72.28928640000001
1364924296,dc:7b:94:87:31:b0,43.70564279999999,-72.28928640000001
1364924296,dc:7b:94:87:45:c0,43.70564279999999,-72.28928640000001
1364925496,dc:7b:94:87:17:bf,43.705607,-72.28916740000001
1364925496,dc:7b:94:87:31:b0,43.705607,-72.28916740000001
1364925496,dc:7b:94:87:45:c0,43.705607,-72.28916740000001
1364926696,dc:7b:94:87:17:bf,43.705614399999995,-72.2892282
1364926696,dc:7b:94:87:45:c0,43.705614399999995,-72.2892282
1364927896,dc:7b:94:87:17:bf,43.705602899999995,-72.28918320000001
1364927896,dc:7b:94:87:31:b0,43.705602899999995,-72.28918320000001
1364927896,dc:7b:94:87:45:cf,43.705602899999995,-72.28918320000001
1364929096,dc:7b:94:87:17:bf,43.7056162,-72.2892327
1364929096,dc:7b:94:87:45:cf,43.7056162,-72.2892327
1364930296,dc:7b:94:87:17:bf,43.7056431,-72.2892975
1364930296,dc:7b:94:87:31:b0,43.7056431,-72.2892975
1364930296,dc:7b:94:87:45:cf,43.7056431,-72.2892975
1364931496,dc:7b:94:87:45:cf,43.705580299999994,-72.28914
1365095896,dc:7b:94:87:17:b0,43.705659600000004,-72.2893353
1365095896,dc:7b:94:87:2e:3a,43.705659600000004,-72.2893353
1365095896,dc:7b:94:87:31:b0,43.705659600000004,-72.2893353
1365095896,dc:7b:94:87:45:cf,43.705659600000004,-72.2893353
1365097096,dc:7b:94:87:17:bf,43.7056422,-72.2893265
1365097096,dc:7b:94:87:2e:3a,43.7056422,-72.2893265
1365097096,dc:7b:94:87:31:b0,43.7056422,-72.2893265
1365097096,dc:7b:94:87:45:cf,43.7056422,-72.2893265
1365098296,dc:7b:94:87:17:bf,43.7056516,-72.28932259999999
1365098296,dc:7b:94:87:31:b0,43.7056516,-72.28932259999999
1365098296,dc:7b:94:87:45:cf,43.7056516,-72.28932259999999
1365099496,dc:7b:94:87:17:bf,43.705609700000004,-72.2892052
1365099496,dc:7b:94:87:45:cf,43.705609700000004,-72.2892052
